Date,Time,Labels,Text (Click to drill to Message Detail),Engagement,Clicks,Replies,Likes,Retweets,Retweet Audience
5/27/2016,9:45 AM,Curation,Paying off your credit cards may make it easier for you to get a mortgage: http://www.marketwatch.com/story/how-paying-down-those-credit-cards-faster-will-get-you-in-a-new-home-2016-05-20 Via @MarketWatch.,87,66,0,7,14,5504
5/27/2016,2:46 PM,positioning and reputation,"Our offices will be closed Monday, May 27, for #MemorialDay. We'll resume regular business hours Tuesday, May 28.",8,,2,4,2,231
5/31/2016,8:25 AM,Mobile,These 'red flags' on your report could be hurting you:  http://www.thehomestory.com/6creditreportredflags/ #HomeTipTuesday,39,33,0,2,4,236
5/31/2016,2:08 PM,positioning and reputation,"We're helping @WellsFargo, @CRLONLINE offer affordable mortgages, guidance for homeowners. https://www.wellsfargo.com/about/press/2016/yourfirst-mortgage-launch_0526.content",28,19,0,1,8,16107
5/31/2016,7:29 PM,"Curation, HomeReady",Learn how one #Indiana #Millennial was able to buy a place of his own. http://www.clearpoint.org/blog/affordable-mortgage-helped-millennial-buy-place/ Via @Clearpoint.,24,21,0,2,1,2065
5/31/2016,12:37 PM,positioning and reputation,@JaimieSell @tfreud @angelaminelli @FirstHomeAdvisr @B_Investors_G @AngieKaipustWF @ChrisHammondWF @SGrantWF Appreciate your RTs!,5,,0,5,0,0
6/1/2016,10:59 AM,"HomeReady, The Home Story",Here's how our HomeReady mortgage helped one man become a homeowner: https://www.thehomestory.com/homeready-mortgage-the-right-blend-for-this-midwestern-millennial/  https://youtu.be/e1_1D9ecmGs #homeownershipmonth,27,26,0,1,0,0
6/1/2016,1:28 PM,Multifamily,Our May #Multifamily Market Commentary looks @ the falling supply of student housing. Here's a quick overview: https://youtu.be/4LAcdZSULRE,22,18,0,2,2,2477
6/1/2016,6:29 PM,HPSI,"Now on Bloomberg's @TheTerminal: The Fannie Mae Home Purchase Sentiment Index. Find it by searching ""FANNHPSI Index"".",4,,0,1,3,228
6/1/2016,10:08 AM,positioning and reputation,@NJCLF @SBendixenWF @SilvaMindy @Horustoo @marieann66 @JamesPomeroy8 @JasonMillerHome @flairforstyle @coachdjRN Thx for retweeting!,2,,0,2,0,0
6/2/2016,11:01 AM,Multifamily,.@bobsimpson42 chats w/ @scotsmanguideED about our #green + #affordablehousing programs: http://www.scotsmanguide.com/Commercial/Articles/2016/06/Q-A--Fannie-Mae/,19,13,0,3,3,2573
6/2/2016,2:19 PM,business support,There's a new page w/ info for contacting us via phone or Web chat: https://www.fanniemae.com/singlefamily/technology-support.,15,12,0,0,3,164
6/2/2016,9:14 AM,business support,Are you getting ready for delivering the new ULDD Phase 2 data by the June 27 mandate? Learn more about ULDD here: https://www.fanniemae.com/singlefamily/uniform-loan-delivery-dataset-uldd,14,13,0,1,0,0
6/2/2016,9:12 PM,Multifamily,Why may the decrease in new student housing be a good thing? Find out in this short video: https://youtu.be/4LAcdZSULRE.,13,10,0,2,1,779
6/2/2016,11:20 AM,positioning and reputation,@FANNisOnline @Charlie053 @codiegsurratt @CloverThePuppet @SEVENCLOVERS @BestWestCarWash @ericaholmmartin Appreciate your RTs!,3,,0,1,2,4357
6/3/2016,8:18 PM,The Home Story,"Lenders, this is why you may want to encourage #mortgage borrowers to shop around: http://www.thehomestory.com/consider-telling-your-customers-you-better-shop-around/",84,65,0,8,11,4341
6/3/2016,11:34 AM,business support,Webinar: The ABCs of Managing MBS Cash Flow for @FannieMae. Takes place June 16. Register now: https://www.fanniemae.com/content/distance_learning/mbs-cash-flow-06162016,26,25,0,0,1,12
6/3/2016,11:00 AM,Jobs Report,Here's what @D2_Duncan has to say about today's #jobsreport. See his full comment: http://fanniemaeblog.tumblr.com/post/145357127492/todays-may-jobs-report-fell-well-short-of-already,19,14,0,2,3,1259
6/3/2016,1:54 PM,positioning and reputation,@Clearpoint @TonyTimmonsWF @IMthebanjoboy @carlottalou @CornellMBA_IC @MllyGoodman @DebraRemax @boostUp_ @eleven11slp Thx for the RTs!,5,,0,4,1,2203
6/4/2016,10:43 AM,HARP refi,Reminder that HARP expires at the end of the year: http://www.fanniemae.com/portal/funding-the-market/hif/2016/harp-050516.html These materials may help your outreach: https://www.fanniemae.com/singlefamily/marketing-center,94,83,0,3,8,15146
6/5/2016,8:22 PM,business support,"Customizable English/Spanish marketing materials can help promote HomeReady to your customers, business partners: https://www.fanniemae.com/singlefamily/marketing-center",18,16,1,0,1,108
6/6/2016,12:06 PM,business support,Interested in becoming a @FannieMae customer? Here's where to start: https://www.fanniemae.com/singlefamily/become-seller-servicer,1284,1283,0,0,1,7
6/6/2016,4:47 PM,HomeReady,"For #homeownershipmonth, make sure you know the facts about our HomeReady mortgage: https://www.fanniemae.com/content/fact_sheet/homeready-overview.pdf",46,29,0,10,7,3489
6/6/2016,7:48 PM,HomeReady,HomeReady borrowers are finding value in @FrameworkHome's homeowner education course. http://www.knowyouroptions.com/homeready,28,19,0,6,3,1232
6/6/2016,12:13 PM,​,"Next month, we'll make available historic data on over 700K loans modified due to delinquency from 2010-2015. https://t.co/Ln0n8zhWOL",21,19,0,1,1,38
6/6/2016,9:36 AM,Multifamily,Are you following our #Multifamily EVP Jeff Hayward on LinkedIn? Sharing his thoughts here: https://www.linkedin.com/pulse/activities/jeffery-hayward+0_0cjAFOV_zK9U8WwOUnbHRZ,17,15,0,1,1,17
6/6/2016,12:27 PM,positioning and reputation,@dpelletiere @landhub @WashParkRealty @GRIN1_ @remaxalliancevb @JoshuaABarone @kligris @Jason_Factor @TheFastRealtor Appreciate your RTs!,3,,0,2,1,1686
6/7/2016,8:33 AM,HPSI,Home Purchase Sentiment Index reaches all-time high as consumers report income increase: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1182,1161,1,6,14,36254
6/7/2016,11:11 AM,Mobile,Make some extra payments and pay your #mortgage off earlier. More tips w/ our HOME app: http://www.knowyouroptions.com/homeapp/,57,38,0,8,11,4263
6/7/2016,8:20 PM,business support,It's been 6+ years since the start of UMDP. Refresh your understanding of this program and check out the new logo.  https://www.fanniemae.com/singlefamily/uniform-mortgage-data-program,38,32,0,1,5,328
6/7/2016,3:33 PM,positioning and reputation,"This piece calls our HomeStyle Energy Mortgage a ""game changer"" for #solar. Find out why: http://blog.rmi.org/blog_2016_06_01_fannie_maes_financing_for_solar Via @RockyMtnInst.",32,28,0,2,2,84
6/7/2016,1:50 PM,positioning and reputation,@Woodbrowser @smrto @Patty625 @RealEstateLu @tonysellskaty @BrokerOwnerCAM @jixer77 @codiegsurratt @VickiTBrown Thx for retweeting!,1,,0,1,0,0
6/8/2016,1:59 PM,HomeReady,Modern. Flexible. Safe. HomeReady helps you open doors to homeownership. https://www.fanniemae.com/content/recorded_tutorial/homeready-extended-income #homeownershipmonth,37,26,0,4,7,2635
6/8/2016,6:25 PM,HPSI,Net share of Americans who say home prices will go up in next yr. up 5 points in May Home Purchase Sentiment Index: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,32,22,0,2,8,5414
6/8/2016,11:51 AM,positioning and reputation,@lsteinreporter @Taryntendo @nancypawithlove @SirrK @RobertCaresToo @VerityStyle @ChgoMortgageGuy @AOKellum Appreciate your RTs!,1,,0,1,0,0
6/9/2016,4:23 PM,Progress,We're proud of the role we're playing in America's mortgage market: http://www.fanniemae.com/portal/about-us/company-overview/our-progress.html,68,41,1,13,13,20557
6/9/2016,7:47 PM,business support,Reach your Spanish-speaking customers with these resources: https://www.fanniemae.com/singlefamily/spanish-resources-for-lenders,31,23,0,3,5,106
6/9/2016,10:14 AM,business support,Here are resources for how you can provide relief for homeowners impacted by natural disasters: https://www.fanniemae.com/singlefamily/disaster-assistance,15,12,0,0,3,426
6/9/2016,1:09 PM,positioning and reputation,@grossdm @mcjsbusiness @Kimberly_Hughes @BionicBombshell @mortgage_dan @osheryo @kevinwgreen @JacobSmithVT @4Prescient Thx for the RTs!,5,,1,2,2,2907
6/10/2016,9:06 AM,The Home Story,What 8 problems could require a specialist to inspect your home? http://www.thehomestory.com/8-home-inspection-fails-that-may-require-a-specialist/,44,36,0,2,6,8805
6/10/2016,12:18 PM,HomeReady,HomeReady: Conventional ease. Favorable pricing. Simple execution. Learn more: http://fanniemae2.articulate-online.com/5070333177,31,25,0,2,4,1671
6/10/2016,11:27 AM,positioning and reputation,@sjcscamden @RateGravity @EBgravity @wardrobewarrior @miksu2006 @gnyagg @MikeAlberico1 @Emelda_0984 @MariaTBishop Appreciate your RTs!,3,,0,3,0,0
6/11/2016,10:27 AM,Housing Industry Forum,Technology is changing how the real estate industry buys and sells homes: http://www.fanniemae.com/portal/funding-the-market/hif/2016/tech-050316.html,120,96,1,6,17,26618
6/11/2016,9:05 PM,"Curation, Multifamily",Did you catch @bobsimplsin42's interview w/ @scotsmanguideED? http://www.scotsmanguide.com/Commercial/Articles/2016/06/Q-A--Fannie-Mae/ #green #affordablehousing,11,7,0,2,2,299
6/12/2016,9:56 AM,The Home Story,Here are 10 interesting stats about how Millennials are thinking about #personalfinance: http://www.thehomestory.com/10stats_howmillennials_thinkabout_personalfinance/,73,57,0,7,9,1629
6/13/2016,4:47 PM,positioning and reputation,#OrlandoUnited,18,,0,11,7,2065
6/14/2016,9:19 AM,Mortgage Lender Sentiment Survey,"Purchase #mortgage demand expected to grow, credit standards to stay same. Our Q2 Mortgage Lender Sentiment Survey: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6399.html",1245,1233,0,3,9,4612
6/14/2016,11:36 AM,business support,The new UCD collection service will launch in Sept. Learn about our exciting integration platform coming in Sept.: https://www.fanniemae.com/content/news/ucd-service-announcement-may-2016.pdf,859,859,0,0,0,0
6/14/2016,3:38 PM,The Home Story,Here are a few times when you may need to call in a specialist instead of a general home inspector: http://www.thehomestory.com/8-home-inspection-fails-that-may-require-a-specialist/,31,27,0,1,3,136
6/14/2016,7:37 PM,The Home Story,Hire the right movers and take the stress out of moving. #HomeTipTuesday http://www.thehomestory.com/10-tips-for-hiring-the-right-mover/,23,21,0,1,1,15
6/14/2016,1:44 PM,positioning and reputation,@CharlieLoanMan @john_jpowell @chandanomics @ArtQuench @sheedemilio @JasonLeeBasora @TheBerniehouse @UpsideDownsize Thx for retweeting!,1,,1,0,0,0
6/15/2016,10:35 AM,business support,Bookmark this page for details on contacting us should you need info or assistance: https://www.fanniemae.com/singlefamily/technology-support,71,63,0,3,5,1216
6/15/2016,7:00 PM,The Home Story,Meet Phil Sajn. He's a homeowner thanks to HomeReady: https://www.thehomestory.com/homeready-mortgage-the-right-blend-for-this-midwestern-millennial/  https://youtu.be/e1_1D9ecmGs #homeownershipmonth,32,27,0,2,3,693
6/15/2016,12:20 PM,business support,Only two more weeks before the ULDD Phase 2 data is required in Loan Delivery. Are you ready?  https://www.fanniemae.com/singlefamily/uniform-loan-delivery-dataset-uldd,17,16,0,0,1,0
6/15/2016,11:50 AM,positioning and reputation,@skyrealre @RealtorQ @SandraAForeman @JanineIuliano1 @MIMCorp112 @inlantapewaukee @icORmortgages @Byron_R_Kelly Appreciate your RTs!,3,,0,3,0,0
6/16/2016,9:05 PM,The Home Story,"One of our customers, @MovementMtg, is taking a novel approach to mortgages: http://www.thehomestory.com/movement-mortgage-aims-to-do-good-while-doing-well/",62,50,1,4,7,13166
6/16/2016,6:17 PM,positioning and reputation,Here's the latest information on our D.C. workplace relocation: http://fanniemae.com/portal/about-us/media/corporate-news/2016/workplace-faqs.html,43,40,0,3,0,0
6/16/2016,1:17 PM,FM Commentary,The popular notion that household growth is slowing may be wrong. Here's why: http://fanniemae.com/portal/about-us/media/commentary/061616-simmons.html,29,24,0,2,3,624
6/16/2016,4:49 PM,Capital Markets,Today we're announcing our largest credit risk insurance transfer transaction to date: http://fanniemae.com/portal/about-us/media/financial-news/2016/6403.html,29,27,0,1,1,2137
6/16/2016,3:39 PM,"Curation, HomeReady",This @chicagotribune covers multigen. household growth. Trend is one of the reasons we created HomeReady mortgage: http://www.chicagotribune.com/classified/realestate/ct-re-0619-multigenerational-housing-20160616-story.html,27,22,0,2,3,4182
6/16/2016,9:15 AM,"business support, HomeReady","Grow your business, responsibly. HomeReady mortgage is safe, responsible, sustainable lending. https://www.fanniemae.com/content/recorded_tutorial/homeready-extended-income",7,7,0,0,0,0
6/17/2016,8:20 PM,Progress,"Since 2009, our business model has become more sustainable, more reliable. Find out how: http://www.fanniemae.com/portal/about-us/company-overview/our-progress.html",129,92,6,20,11,17337
6/17/2016,11:20 AM,HARP refi,"HARP expires this year, but @HuntingtonBank + @QuickenLoans are still pushing the program: http://www.fanniemae.com/portal/funding-the-market/hif/2016/harp-050516.html",47,26,1,15,5,12278
6/17/2016,5:11 PM,business support,Here's a free online tool you can use to support your purchase and refinance-related consumer outreach: https://www.fanniemae.com/singlefamily/marketing-center,44,39,0,2,3,944
6/17/2016,8:36 AM,The Home Story,"Some people don't have renters insurance. Here's why they should, and some things to know when choosing a policy: http://www.thehomestory.com/4things_rentersshouldknow_rentersinsurance/",35,29,0,1,5,2979
6/17/2016,4:55 PM,positioning and reputation,@LoanSimple @auggieboukalis @vaREadvisor @jsalemson @1_mortgage @SWOhioRealtor @hunterbutler18 @Mylene_Le_Bail Thx for the RTs!,2,,0,1,1,49
6/18/2016,6:35 PM,business support,Make sure you're up-to-speed on our Selling Guide updates with this ICYMI: https://www.fanniemae.com/content/news/policy-communications-summary-2016.pdf,39,32,2,3,2,220
6/18/2016,10:21 AM,Mortgage Lender Sentiment Survey,"#ICYMI, here's what lenders are saying in our latest Mortgage Lender Sentiment Survey: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6399.html",33,26,0,2,5,1828
6/19/2016,11:08 AM,business support,Register for one of these HFI InDepth courses: https://www.fanniemae.com/singlefamily/hfi-indepth,27,27,0,0,0,0
6/19/2016,9:02 PM,Multifamily,Our #Multifamily EVP Jeff Hayward is sharing what he's reading on @LinkedIn. Follow him: https://www.linkedin.com/pulse/activities/jeffery-hayward+0_0cjAFOV_zK9U8WwOUnbHRZ,22,20,0,1,1,0
6/20/2016,3:32 PM,Mobile,Have you seen the new HOME by Fannie Mae #mobileapp resource page on our single-family portal? Check it out: https://www.fanniemae.com/singlefamily/homeapp,753,748,0,3,2,1340
6/20/2016,10:21 AM,Economic & Housing Outlook,Our Econ. + Strategic Research Group's #economic growth outlook holds steady for 2016. Details: http://fanniemae.com/portal/about-us/media/financial-news/2016/6404.html #economy,672,668,0,2,2,226
6/20/2016,6:43 PM,The Home Story,#Millennial homeowners are benefiting from parental down payment help: http://www.thehomestory.com/young-adults-to-turning-mom-and-dad-for-down-payment-help/,528,521,0,4,3,666
6/20/2016,9:15 AM,Progress,We help make the 30-year fixed-rate mortgage possible. What else do we do? http://www.fanniemae.com/portal/about-us/company-overview/our-progress.html,55,31,0,11,13,16887
6/20/2016,12:36 PM,positioning and reputation,@FHFA @MovementMtg @only1Shell @steakhousegirl @ChCaruthers @i8wamu @ImmoAfrica @BCubeAnalytics @TheColdCivilWar Appreciate your RTs!,5,,1,4,0,0
6/21/2016,2:47 PM,Progress,"Since 2009, our business model has become more sustainable, more reliable. Find out how: http://www.fanniemae.com/portal/about-us/company-overview/our-progress.html",559,542,1,7,9,17052
6/21/2016,8:28 PM,HomeReady,Here's an easy-to-use enhanced income eligibility lookup tool for our HomeReady mortgage: https://homeready-eligibility.fanniemae.com/homeready/,56,49,0,1,6,2191
6/21/2016,10:07 AM,Mobile,Stop waiting. Start saving now for your home. #HomeTipTuesday each week via our app: http://www.knowyouroptions.com/homeapp/,32,25,0,1,6,6506
6/21/2016,12:03 PM,business support,What's happening in Loan Delivery? Release Notes available for upcoming enhancements:  https://www.fanniemae.com/singlefamily/loan-delivery,22,20,0,1,1,145
6/22/2016,9:51 AM,HomeReady,It's simple: 80% or higher LTV. 680 or higher credit score. HomeReady mortgage is the way to go. Learn more: http://fanniemae2.articulate-online.com/5070333177,76,56,1,8,11,16879
6/22/2016,4:27 PM,Curation,The housing industry is starting to respond to the growth in multigenerational households. From @Zillow: http://www.zillow.com/blog/shared-homes-industry-change-196617/,36,28,1,2,5,6332
6/22/2016,1:48 PM,Mobile,"This #homeownershipmonth, make sure your customers know about the HOME by @FannieMae Mobile app: https://www.fanniemae.com/singlefamily/homeapp",30,28,0,1,1,409
6/22/2016,11:07 AM,positioning and reputation,@anilyn @teachermrw @DonnaBoling @BetterDebtDeals @sehars @alstonboy4315 @SandraSnaidauf @Paveluljuk @JustinaSingh4 Thx for the RTs!,4,,1,2,1,2133
6/23/2016,7:47 PM,HomePath Ready Buyer,Lend with confidence. HomeReady mortgage can help you grow your business responsibly. https://www.fanniemae.com/content/recorded_tutorial/homeready-extended-income,45,33,0,8,4,2353
6/23/2016,3:38 PM,business support,"Be sure to bookmark our Marketing Center, a free resource available to you: https://www.fanniemae.com/singlefamily/marketing-center",37,32,0,3,2,123
6/23/2016,10:34 AM,Progress,Financing we provided will keep @StuyTownApts affordable for the next 20 years. #NYC http://www.fanniemae.com/resources/file/aboutus/pdf/2015-Progress-Report.pdf,26,19,0,3,4,1576
6/23/2016,11:29 AM,positioning and reputation,@LauraAlix @Equity_Prime @mysdre @JoannaLaiosa @amortizeit @bevathomps1 @DreamSeekers247 @txluxuryhomes @agencyhatch Appreciate the RTs!,5,,0,5,0,0
6/24/2016,9:28 AM,FM Commentary,There's evidence many consumers don't know what it takes to qualify for a mortgage: http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html,86,61,0,11,14,44618
6/24/2016,11:42 AM,positioning and reputation,"Our Chief Econ. says after #BrexitVote, mortgage rates likely to fall, exhibit volatility. Full comment: http://fanniemaeblog.tumblr.com/post/146408662022/the-decision-of-the-british-people-to-exit-the-eu #Brexit",38,31,0,3,4,4843
6/24/2016,1:37 PM,The Home Story,30-yr. #mortgage industry vet Regina Lowrie talks about the industry's progress in #genderequality: http://www.thehomestory.com/regina-lowrie-a-leading-force-for-gender-equality-in-mortgage-banking/,12,10,0,2,0,0
6/24/2016,1:38 PM,positioning and reputation,@WWeirRelocation @LarryTolchinsky @amortizeit @jenkuhlman @AsmusKelly @chos_player @@girardbcp @Rdub24 @sherriwag Thx for retweeting!,3,,1,2,0,0
6/25/2016,7:18 PM,HomeReady,"The ""Ready"" in HomeReady means preparing today's buyers for smart homeownership with @FrameworkHome. Learn more: https://www.fanniemae.com/content/fact_sheet/homeready-framework-overview.pdf",51,41,0,4,6,2230
6/26/2016,10:39 AM,business support,"Stay on top of our latest servicing announcements, lender letters, and notices: https://www.fanniemae.com/singlefamily/servicing-policy-communications",645,631,1,7,6,924
6/26/2016,9:02 PM,Progress,"We give people across the U.S. the opportunity to buy, refinance, and rent homes. http://www.fanniemae.com/resources/file/aboutus/pdf/2015-Progress-Report.pdf",63,45,0,8,10,3925
6/27/2016,8:42 PM,Curation,Multigenerational households may be seeing more ways to find housing. Here's why: http://www.zillow.com/blog/shared-homes-industry-change-196617/,2005,1992,0,6,7,12427
6/27/2016,2:13 PM,Progress,Moving risk from us means moving it away from taxpayers. More on our credit risk transfers: http://www.fanniemae.com/resources/file/aboutus/pdf/2015-Progress-Report.pdf,1128,1121,0,3,4,126
6/27/2016,8:41 AM,business support,ULDD Phase 2 is here. Lenders must deliver the new data requirements starting today in Loan Delivery: https://www.fanniemae.com/singlefamily/uniform-loan-delivery-dataset-uldd,37,31,0,1,5,2484
6/27/2016,1:32 PM,positioning and reputation,@MNHOC @WTLocke @COREALTORS @sprichtgut @McMullenMoCA @TomGarveyLO @wenbos0 @smorri @TrilliumRealtor @michaeljkroll Appreciate your RTs!,3,,0,3,0,0
6/28/2016,9:26 AM,The Home Story,How can lenders help #Millennials who can't rely on mom and dad for down payment assistance? http://www.thehomestory.com/young-adults-to-turning-mom-and-dad-for-down-payment-help/,62,48,0,3,11,9263
6/28/2016,9:11 PM,Mobile,Know a real estate agent? Read this before hiring them as your agent: http://www.realtor.com/advice/buy/should-i-use-my-friend-or-family-member-as-my-realtor/ #HomeTipTuesday,43,39,0,2,2,1359
6/28/2016,6:25 PM,"business support, HomeReady",Use this one-pager to let your borrowers know how to access @FrameworkHome: https://www.fanniemae.com/content/fact_sheet/homeready-framework-overview.pdf,28,24,0,2,2,1680
6/28/2016,12:09 PM,Multifamily,What's the state of manufactured housing in the U.S.? Our #multifamily team takes a look in this quick video: https://youtu.be/zx3uaiTKpew,23,18,0,2,3,4398
6/28/2016,11:39 AM,positioning and reputation,@danhomick @SherwoodSells @malcurato3 @SundinRealty @MichaelFNelson2 @SharrenWilliams @melodymrc @ScottOliverTeam Thx for the RTs!,6,,1,4,1,1676
6/29/2016,2:32 PM,The Home Story,"Post-housing crisis, is #GenX housing's lost generation? http://www.thehomestory.com/is-generation-x-housings-lost-generation/",60,46,0,6,8,6067
6/29/2016,8:14 PM,HomeReady,HomeReady competes w/ pricing that meets or beats our standard loan pricing. Learn more: http://fanniemae2.articulate-online.com/5070333177,54,44,1,5,4,671
6/29/2016,1:05 PM,​,@HUDSouthwest @CPulleyWF @PHFAtweets @jennbianchi44 @CameronchapmanL @AOKellum @PoweredbyZipCFL @RealEstateRita Appreciate your RTs!,0,,0,0,0,0
6/30/2016,9:43 AM,The Home Story,Some retirees are moving into smaller homes. But should they rent or own their new homes? http://www.thehomestory.com/should-downsizing-retirees-rent-or-own-their-new-home/,35,28,0,4,3,2660
6/30/2016,1:31 PM,Housing Industry Forum,"Servicers, here's why some say you should innovate with the consumer in mind: http://www.fanniemae.com/portal/funding-the-market/hif/2016/servicers-051016.html",32,28,0,1,3,1588
6/30/2016,7:37 PM,The Home Story,"Here's a touching story about a unique approach to affordable, #seniorliving: http://www.thehomestory.com/hotel-oakland/",20,19,0,0,1,1669
7/1/2016,11:21 AM,The Home Story,.@MBAMortgage's Rick Hill explains why #cybersecurity is a risk on par w/ other risks your company faces: http://www.thehomestory.com/managing-cybersecurity-is-a-risk-management-function/,166,157,0,2,7,21213
7/1/2016,8:36 AM,FM Commentary,Apartment demand is surging in the U.S. See which generation may be more responsible for the increase: http://fanniemae.com/portal/about-us/media/commentary/030116-simmons.html,55,44,3,5,3,1385
7/1/2016,10:38 AM,positioning and reputation,@MakingMovesinMD @PYTprotect @CapMktsCoop @NorthernOhioREO @MsMin @LorreBurden @NewHomesJared @reinventjulie Thx for retweeting!,7,,0,6,1,8848
7/1/2016,1:18 PM,positioning and reputation,"Our offices will be closed Monday, #July4 for #IndependenceDay. We'll resume reg. business hours Tuesday, July 5.",6,,0,5,1,372
7/5/2016,9:57 AM,The Home Story,There's a community taking a new approach to #seniorliving. Here's the story: http://www.thehomestory.com/hotel-oakland/ #affordablehousing,995,984,0,3,8,3199
7/5/2016,7:24 PM,Curation,Are you really underwater or just worried? Understanding home equity: https://www.redfin.com/blog/2016/07/are-you-really-underwater-or-just-worried-dont-underestimate-your-home-equity.html Via @Redfin.,104,80,1,5,18,47642
7/5/2016,2:11 PM,Mobile,Buying a home? Be sure you know what your mortgage payments will be. Weekly #HomeTipTuesday: http://www.knowyouroptions.com/homeapp/,42,29,0,6,7,621
7/5/2016,11:32 AM,positioning and reputation,@jmichaelamos @sectest9 @jandrusk @ABSInsulating @PVTitle @lil_cheech_ @jodisillusioned @Bumpyknight @cmaria84 Appreciate your RTs!,4,,0,2,2,2910
7/6/2016,2:17 PM,The Home Story,How will #Brexit impact the U.S. #mortgage market? Housing industry insiders weigh in: http://www.thehomestory.com/how-will-the-brexit-impact-the-u-s-mortgage-market/,656,638,1,5,12,10530
7/6/2016,9:07 PM,business support,Bookmark this page for details on contacting us should you need info or assistance: https://www.fanniemae.com/singlefamily/technology-support,35,34,0,1,0,0
7/6/2016,9:06 AM,business support,How much do you know about the Uniform Closing Dataset (UCD)? Review the new eLearning tutorial on the UCD page: https://www.fanniemae.com/singlefamily/uniform-closing-dataset,14,12,0,2,0,0
7/6/2016,1:03 PM,positioning and reputation,@Grythym @Robssmokehouse @HospitaIityCare @NicholausMedley @DPValley @AtlantaLuxList @westviamidwest @theunchainedgod Thx for retweeting!,3,,0,2,1,8187
7/7/2016,8:55 AM,HPSI,"Home Purchase Sentiment Index slips on consumers' mixed views on housing, income. http://fanniemae.com/portal/research-and-analysis/housing-survey.html",32,26,0,1,5,2051
7/7/2016,8:17 PM,The Home Story,"Knowing global events can impact U.S. housing, here's a look at what's happening w/ #realestate in China: http://www.thehomestory.com/chinas-real-estate-market-carefully-managing-a-revival/",30,18,0,5,7,4818
7/7/2016,3:14 PM,HPSI,"Fewer consumers expect 🏠 prices, mortgage rates to keep ↗; 🏠 market improvement likely requires income growth: http://fanniemae.com/portal/research-and-analysis/housing-survey.html",29,22,0,0,7,10299
7/7/2016,2:04 PM,positioning and reputation,@NashvilleKW @EstateHipster @vcegda9999 @IronsJaye @Anicie @MWiFRC @JohnsonWilsonRE @DenRepublican @beorganizedwpam Appreciate the RTs!,4,,1,3,0,0
7/8/2016,3:37 PM,Curation,Here's an in-depth piece on Millennial #homeownership. http://www.nxtbook.com/nxtbooks/mba/201607_1983srd/#/36 Via @mbamortgage mag. #weekendreads,46,34,1,4,7,30073
7/8/2016,1:09 PM,Jobs Report,"Our Chief Economist, Doug Duncan, comments on today's #jobsreport. Full statement: http://fanniemaeblog.tumblr.com/post/147094410092/todays-employment-report-will-allay-fears-that-a",34,25,0,4,5,2508
7/8/2016,9:08 AM,HomeReady,Modern. Flexible. Safe. HomeReady helps you open doors to homeownership. https://www.fanniemae.com/content/recorded_tutorial/homeready-extended-income,28,20,0,3,5,1756
7/8/2016,9:01 PM,HPSI,Consumers less positive about #economy as June Home Purchase Sentiment Index decreases from all-time high: http://fanniemae.com/portal/research-and-analysis/housing-survey.html #HPSI,23,19,0,1,3,3315
7/8/2016,12:31 PM,positioning and reputation,@Redfin @tonischrager @CharlesForHomes @SapphireTitle @jongardella @PTMaddiganEsq @BessentRELV @Ernst33 @dcover87 Thx for the RTs!,6,,0,6,0,0
7/9/2016,9:11 AM,business support,Here are resources for how you can provide relief for #homeowners impacted by natural disasters: https://www.fanniemae.com/singlefamily/disaster-assistance,25,17,0,5,3,2138
7/10/2016,11:12 AM,business support,Now available: An eLearning course covering coming changes to Desktop Underwriter: https://www.fanniemae.com/content/notification/notification-desktop-underwriter-tutorial,39,37,0,1,1,77
7/11/2016,6:27 PM,Multifamily,5 reasons we're the market leaders in #multifamily green financing. Details: https://www.fanniemae.com/content/news/mf-wire-multifamily-green-building-certification-financing-06202016 #greenbuilding,37,35,0,0,2,2110
7/11/2016,3:35 PM,The Home Story,Find out why cybersecurity risk needs to be managed as you would any risk to your business: http://www.thehomestory.com/managing-cybersecurity-is-a-risk-management-function/,27,24,0,1,2,14217
7/11/2016,9:14 AM,business support,¿Tiene clientes que hablan español? (Do you have customers who speak Spanish?): https://www.fanniemae.com/singlefamily/spanish-resources-for-lenders,12,10,0,1,1,1487
7/11/2016,1:10 PM,positioning and reputation,@NelaRichardson @TSAHC @JordanCUInsight @johnhinton3 @fleagle999 @justabutterfly @portlandlender @mikeaubrey Appreciate your RTs!,2,,0,2,0,0
7/12/2016,8:56 AM,Curation,Do Millennials want to own a 🏡? See what the experts say in this @mbamortgage Mag. piece: http://www.nxtbook.com/nxtbooks/mba/201607_1983srd/#/36,1663,1631,0,15,17,39083
7/12/2016,2:28 PM,HomeReady,"Customizable English/Spanish marketing materials can help promote HomeReady to your customers, business partners: https://www.fanniemae.com/singlefamily/marketing-center",670,667,0,2,1,114
7/12/2016,7:14 PM,"Curation, Mobile",This week's #HomeTipTuesday: 7 Signs of an up and coming neighborhood. Via @trulia:  http://www.trulia.com/blog/7-signs-of-an-up-and-coming-neighborhood/,40,30,0,6,4,373
