Date,Time,Labels,Text (Click to drill to Message Detail),# of Messages,Twitter Engagement,Clicks,Twitter Replies,Twitter Likes,Twitter Retweets,Twitter Retweet Audience
3/11/2016,12:35 PM,HPSI,"""Homebuyers are becoming more optimistic...according to one of the most important institutions in the housing mkt."" http://finance.yahoo.com/news/finally--millennials-are-moving-out-of-their-parents--basements-and-that-s-driving-up-rentals-213429518.html",1,84,58,3,10,13,10346
3/11/2016,9:04 PM,Mobile,Our HOME app is a @BestAppAwards winner! Find out why HOME was picked for having the best user interface: https://bestmobileappawards.com/app-submission/home-by-fannie-mae-mobile-app,1,18,16,0,1,1,324
3/12/2016,9:06 PM,Curation,Anxious about buying a home? These 5 steps can help you be prepared for homeownership: http://www.zillow.com/blog/ease-home-buying-anxiety-192511/,1,121,93,2,8,18,21752
3/13/2016,10:53 AM,Weekly Note,What do our economists and analysts make of last week's #economicdata? Their latest Weekly Note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_031116.pdf,1,44,41,1,1,1,24
3/13/2016,8:38 PM,Curation,How might days on market affect your home sale? @PaulPsian weighs in: http://cincinkyrealestate.com/how-does-days-on-market-dom-affect-my-home-sale/,1,46,39,0,0,7,23801
3/14/2016,9:08 AM,positioning and reputation,There's a new way to reach us: 1-800-2FANNIE. More info on how to call us: https://www.fanniemae.com/content/tool/call-center-menu.pdf,1,135,114,4,9,8,8390
3/14/2016,12:56 PM,positioning and reputation,@mflemingecon @ILHousing @only1Shell @taxdoor @TrendVegasHomes @mattmaisonRE @AlanKennedyLoan @lauramu72341561 @CatesRE Thx for the RTs!,1,4,,0,3,1,327
3/14/2016,2:24 PM,The Home Story,"Real estate agents, do you ask your clients any of these questions? http://www.thehomestory.com/7-questions-real-estate-agents-ask-clients/",1,55,46,0,5,4,9447
3/14/2016,8:09 PM,positioning and reputation,"Catch @D2_Duncan talking #housing inventory @ #NAHREP2016. Follow @NAHREP for the #Periscope live stream. Starts @ 2 p.m. ET Wed., 3/16.",1,7,,0,2,5,5174
3/15/2016,9:34 AM,Mobile,Get closer to your down payment goal with our HOME app's calculator. http://www.knowyouroptions.com/homeapp/ #HomeTipTuesday,1,50,37,0,5,8,11665
3/15/2016,11:02 AM,positioning and reputation,@PaulPsian @ArizFirecracker @EricsellsSocal @terrybastone @TonyLuxuryNews @propertycouple1 @CTCMortgage @gilma51 Appreciate your RTs!,1,4,,0,4,0,0
3/15/2016,1:59 PM,FM Commentary,Which generation drove the most apartment demand growth '09-'14? Explore the data to find out: http://fanniemae.com/portal/about-us/media/commentary/030116-simmons.html,1,33,25,0,5,3,9059
3/15/2016,3:23 PM,positioning and reputation,"Watch Zach Oppenheimer, Fannie SVP, speak @ #NAHREP2016 on #mortgage availability. Live stream from @NAHREP @ 9:50 a.m. ET tomorrow.",1,5,,0,3,2,4614
3/16/2016,9:31 AM,positioning and reputation,"TODAY: @D2_Duncan (2 p.m. ET) + Zach Oppenheimer (9:50 a.m. ET), SVP, speak @ #NAHREP2016. Follow @NAHREP for the #Periscope live stream.",1,7,,0,3,4,8071
3/16/2016,10:23 AM,positioning and reputation,Here's the research on consumer mortgage knowledge that Zach O. just mentioned during his #NAHREP2016 panel: http://fanniemae.com/portal/about-us/media/commentary/121015-palim.html,1,29,26,0,1,2,3220
3/16/2016,10:25 AM,positioning and reputation,"Learn more about HomeReady, designed to meet needs of low- to mod-income creditworthy borrowers, here: http://www.knowyouroptions.com/homeready #NAHREP2016",1,62,40,0,8,14,11640
3/16/2016,12:03 PM,positioning and reputation,@atlrealtor2001 @BeauSeaver @LynnPineda @BallenIslesInfo @homesteadclt @KevinismyBroker @worldofrental @LoescherRealty Thx for retweeting!,1,4,,0,4,0,0
3/16/2016,3:53 PM,FMQ4 2015,2015 was another profitable year for our company. Here's a recap of the progress we continue making: http://fanniemae.com/progress/.,1,68,49,2,4,13,17701
3/16/2016,6:39 PM,Curation,"Homeowners, @nardotrealtor  lists some tax deductions that may save you: http://www.realtor.com/advice/finance/these-little-known-tax-deductions-can-save-you-thousands/",1,47,36,0,3,8,1816
3/17/2016,8:25 AM,positioning and reputation,@ModernismMiami @homesteadclt @Wyndham_Capital @RallyPointMS @alexgrimnes @4Prescient @CurtKessler @James_HarrisJr Appreciate your RTs!,1,4,,0,4,0,0
3/17/2016,9:04 AM,Economic & Housing Outlook,Affordability remains a concern as we near Q1's end. Our March Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2016/6363.html,1,54,39,1,3,11,28448
3/17/2016,1:13 PM,positioning and reputation,There's a new way to reach us: 1-800-2FANNIE. More info on how to call us: https://www.fanniemae.com/content/tool/call-center-menu.pdf,1,22,18,0,2,2,693
3/17/2016,1:37 PM,​,Here's the report: https://t.co/Dfz978fmKz #GenZ #multifamily  https://t.co/TNXdKl0sSM,1,1,,0,0,1,75
3/17/2016,3:20 PM,positioning and reputation,.@NAHREP releases their 2015 State of Hispanic Homeownership Report. Get it here: http://hispanicwealthproject.org/state-of-hispanic-homeownership-report/,1,37,29,0,4,4,5393
3/17/2016,7:22 PM,Economic & Housing Outlook,"Despite improving financial conditions, 2016 econ. growth outlook is unchanged. Our March Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2016/6363.html",1,36,30,0,3,3,9774
3/18/2016,9:41 AM,HPSI,".@YahooFinance covers our Feb. HPSI: ""Millennials are finally moving out of their parents' homes."" http://finance.yahoo.com/news/finally--millennials-are-moving-out-of-their-parents--basements-and-that-s-driving-up-rentals-213429518.html",1,12,,0,6,6,8777
3/18/2016,3:56 PM,Economic & Housing Outlook,What does @D2_Duncan + his team make of this week's economic news and data? Find out: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_031816.pdf,1,21,17,1,1,2,477
3/18/2016,5:56 PM,The Home Story,Will warmer weather bring a homebuying bump? Here's what some experts are saying: http://www.thehomestory.com/will-2016-year-first-time-homebuyer/,1,180,141,2,9,28,15824
3/19/2016,8:56 PM,HomeReady,"Our HomeReady mortgage is designed w/ education + counseling in mind, so ppl are better prepared for homeownership. http://www.knowyouroptions.com/framework",1,48,31,3,6,8,2358
3/20/2016,8:21 PM,FMQ4 2015,See the progress we're making in becoming America's most valued housing partner: http://fanniemae.com/progress/,1,135,68,5,29,33,31783
3/21/2016,12:28 PM,The Home Story,HomeReady is a product based on research and one economist's personal experience: http://www.thehomestory.com/how-intuition-and-caring-for-foster-children-led-to-a-transformative-mortgage-product/,1,35,29,0,2,4,9742
3/21/2016,2:38 PM,Economic & Housing Outlook,Did you catch our March Economic + Housing Outlook? Details here: http://fanniemae.com/portal/about-us/media/financial-news/2016/6363.html,1,38,26,0,2,10,13509
3/21/2016,7:55 PM,Curation,"Just in time for tax season, here are four real estate tax deductions @Redfin says you shouldn't overlook: https://www.redfin.com/blog/2016/03/4-real-estate-tax-deductions-you-dont-want-to-overlook.html",1,34,,1,14,19,15850
3/22/2016,9:16 AM,The Home Story,"With Dec.'s interest rate bump, is now a good time to refinance your mortgage? http://www.thehomestory.com/now-good-time-refinance-mortgage/",1,94,65,1,8,20,7609
3/22/2016,2:00 PM,Mobile,The HOME by Fannie Mae #mobileapp provides helpful resources to prepare you for homeownership. http://www.knowyouroptions.com/homeapp/ #HomeTipTuesday,1,24,21,0,2,1,158
3/22/2016,4:00 PM,Curation,Here's a @myFICO video explaining how lenders may use FICO scores: http://www.myfico.com/CreditEducation/How-Lenders-Use-FICO-Scores.aspx,1,34,29,0,1,4,6456
3/22/2016,5:30 PM,"positioning and reputation, Press Release","We announced our 11th CAS deal, transferring a portion of credit risk on $590B+ mortgages thru all CRT programs: http://fanniemae.com/portal/about-us/media/financial-news/2016/6365.html",1,50,40,1,3,6,15914
3/23/2016,1:29 PM,positioning and reputation,Need to reach us? Just call 1-800-2FANNIE. Use this helpful guide when giving us a ring: https://www.fanniemae.com/content/tool/call-center-menu.pdf,1,37,29,0,3,5,11712
3/23/2016,8:00 PM,HomeReady,What's HomeReady? Discover an affordable mortgage for creditworthy borrowers: http://www.knowyouroptions.com/homeready,1,94,56,0,21,17,3494
3/24/2016,9:32 AM,The Home Story,Last year ended with a homebuying surge. What may that mean for 2016? http://www.thehomestory.com/will-2016-year-first-time-homebuyer/,1,35,27,0,3,5,10157
3/24/2016,9:38 AM,Mortgage Lender Sentiment Survey,New Mortgage Lender Sentiment Survey shows what lenders expect this spring buying season: http://fanniemae.com/portal/research-and-analysis/mortgage-lender-survey.html,1,55,33,1,9,12,5661
3/24/2016,3:37 PM,The Home Story,Baltimore's recovering housing market: A tale of two cities. http://www.thehomestory.com/a-tale-of-two-cities-baltimores-recovering-housing-market/,1,25,21,0,0,4,2401
3/24/2016,4:55 PM,Mortgage Lender Sentiment Survey,Share of lenders reporting easing credit standards fell again. Our Q1 Mortgage Lender Sentiment Survey: http://fanniemae.com/portal/research-and-analysis/mortgage-lender-survey.html,1,41,29,0,4,8,4043
3/24/2016,7:07 PM,Curation,Here are 5 ways you can be ready to buy a home: http://www.zillow.com/blog/ease-home-buying-anxiety-192511/ Via @Zillow.,1,57,50,0,4,3,8771
3/25/2016,10:28 AM,FMQ4 2015,"By the end of this month, we'll send an additional $2.9B to @USTreasury. http://fanniemae.com/resources/file/ir/pdf/quarterly-annual-results/2015/q42015_release.pdf",1,179,101,14,26,38,33928
3/25/2016,1:34 PM,Weekly Note,"Get a recap of the week's economic + housing news, along w/ our economists' and analysts' insights: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_032516.pdf",1,41,35,0,2,4,1332
3/27/2016,8:20 PM,FM Commentary,Tap into FM Commentary for important insights on the housing industry:  http://fanniemae.com/portal/about-us/media/commentary/index.html,1,24,19,0,2,3,4388
3/28/2016,10:11 AM,The Home Story,Housing markets are improving in many places across the country. Here's a look at one city in particular: http://www.thehomestory.com/a-tale-of-two-cities-baltimores-recovering-housing-market/,1,93,85,3,1,4,10725
3/28/2016,2:22 PM,HomeReady,Here's a lending option aimed at helping creditworthy borrowers w/ lower + moderate incomes: http://www.knowyouroptions.com/homeready,1,125,101,1,9,14,11942
3/28/2016,8:31 PM,Curation,Anxious about buying a home? These 5 steps can help you be prepared for homeownership: http://www.zillow.com/blog/ease-home-buying-anxiety-192511/,1,76,58,1,6,11,7458
3/29/2016,8:52 AM,The Home Story,How having @Starbucks or Trader Joe's nearby may boost your home values: http://www.thehomestory.com/starbucks-trader-joes-drawing-homebuyers/,1,84,74,0,3,7,1349
3/29/2016,1:17 PM,positioning and reputation,You can contact our Resource Center if you need to reach us: 1-800-2FANNIE or resource_center@fanniemae.com,1,9,,0,3,6,3440
3/29/2016,4:24 PM,Mobile,"Daydreaming about homeownership? Make your dream a reality, step by step. #HomeTipTuesday http://www.knowyouroptions.com/homeapp/",1,49,40,1,2,6,986
3/30/2016,10:20 AM,Press Release,We continue to lead efforts for energy efficiency solutions w/ our new HomeStyle mortgage. http://fanniemae.com/portal/about-us/media/corporate-news/2016/6367.html,1,55,41,0,8,6,12573
3/30/2016,2:10 PM,Housing Recovery Solutions,"You're being offered foreclosure relief. Before you accept the deal, make sure you ask these 3 questions: http://www.knowyouroptions.com/find-resources/information-and-tools/beware-of-scams",1,33,30,0,0,3,1401
3/30/2016,4:31 PM,Curation,"Mortgage strategy can vary by generation. @Zillow breaks it down for Millennials, Gen Xers, and Baby Boomers: http://www.zillow.com/blog/best-mortgage-strategy-by-age-193470/",1,80,66,1,6,7,1685
3/30/2016,7:20 PM,"positioning and reputation, The Home Story","Did you know we're on Facebook and LinkedIn, too? Here's how to connect w/ us: http://fanniemae.com/portal/stay-connected.html",1,27,22,0,2,3,11368
3/31/2016,10:02 AM,The Home Story,This economist looked at extended income households. What he found may be surprising: http://www.thehomestory.com/how-intuition-and-caring-for-foster-children-led-to-a-transformative-mortgage-product/,1,98,87,1,5,5,2141
3/31/2016,2:42 PM,The Home Story,Do Trader Joe's and @Starbucks make neighborhoods more attractive to homebuyers? Find out: http://www.thehomestory.com/starbucks-trader-joes-drawing-homebuyers/,1,100,84,0,8,8,14384
3/31/2016,8:50 PM,FMQ4 2015,"In Q4 2015, we completed our 16th consecutive quarter of profitability. http://fanniemae.com/portal/about-us/media/financial-news/2016/6354.html",1,217,86,6,26,99,159969
4/1/2016,1:52 PM,The Home Story,Will low oil prices hurt the housing market? Here's what some are saying: http://www.thehomestory.com/will-the-falling-price-of-oil-hit-housing-markets-hard/,1,54,50,1,1,2,556
4/1/2016,4:00 PM,Weekly Note,"Get a recap of the week's economic + housing news, along w/ our economists' and analysts' insights: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_040116.pdf",1,35,29,0,0,6,14775
4/3/2016,6:35 PM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,55,42,1,3,9,5254
4/4/2016,9:03 AM,Curation,Here are 5 ways you can pay off a mortgage early: https://www.totalmortgage.com/blog/borrower-tips/5-ways-to-pay-off-a-mortgage-loan-early/30789 Via @TotalMortgage.,1,118,107,1,1,9,12149
4/4/2016,1:17 PM,positioning and reputation,@JoanneLToledo @FirstClassFinan @PNSincRoc @paullaz @AaronJernigan1 @robinmpew @SkiHomes4Sale @jdbwrs15 @sjcscamden Appreciate the RTs!,1,0,,0,0,0,0
4/4/2016,2:09 PM,positioning and reputation,"We have a new, simple way to reach us. Just call 1-800-2FANNIE: https://www.fanniemae.com/content/tool/call-center-menu.pdf",1,16,14,1,1,0,0
4/4/2016,6:21 PM,positioning and reputation,"Introducing HomeStyle® Energy mortgage, to make refinancing loans, financing new improvements easier: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6367.html",1,66,48,1,6,11,9958
4/5/2016,9:41 AM,The Home Story,Here are 6 red flags that can help keep renters and homebuyers from being defrauded: http://www.thehomestory.com/the-mistake-renters-and-buyers-make-that-could-cost-them-big/,1,149,115,3,8,23,24901
4/5/2016,12:54 PM,Mobile,"Before you sign on dotted line, check your closing docs w/ an eagle eye. #HomeTipTuesday http://www.knowyouroptions.com/homeapp/",1,49,37,3,3,6,2541
4/5/2016,2:47 PM,positioning and reputation,@SWOhioRealtor @BaltimoreLand @AnthonyFender72 @McMullenMoCA @YvetteFoster1 @realmikemonroe @MicheleTorrence Thx for retweeting!,1,1,,0,1,0,0
4/5/2016,7:35 PM,The Home Story,Phil Sajn was living with his parents + saving to buy a home. HomeReady helped him do it. Watch his story here: https://www.thehomestory.com/homeready-mortgage-the-right-blend-for-this-midwestern-millennial/,1,75,65,1,4,5,5418
4/6/2016,10:55 AM,positioning and reputation,@KellyAMcGovern @WWeirRelocation @NCHomeFront @TransUnionB2B @CapTitle @mgmccollum @SeriousRe @homesmithgroup Appreciate your RTs!,1,4,,1,3,0,0
4/6/2016,3:18 PM,The Home Story,Oil prices are at 13-year lows. What might this mean for housing? Some experts weigh in: http://www.thehomestory.com/will-the-falling-price-of-oil-hit-housing-markets-hard/,1,79,68,0,2,9,3502
4/6/2016,8:32 PM,HomeReady,Mortgage lending for today's market: The rise of extended households http://www.creditunions.com/articles/mortgage-lending-for-todays-market-the-rise-of-extended-households/#ixzz44sbeBugH,1,40,30,0,3,7,11599
4/7/2016,8:36 AM,HPSI,Home Purchase Sentiment Index falls 2.5 points to lowest reading in 18 months. Details: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6369.html,1,87,65,1,6,15,24920
4/7/2016,11:28 AM,positioning and reputation,@DreamSeekers247 @Dr_Broker_Shull @jameswithremax @motojt @MariaSarvari @CameronchapmanL @MoorparkRealtor @ojas_tasker Thx for the RTs!,1,5,,0,3,2,1210
4/7/2016,4:32 PM,The Home Story,"Homebuyers and renters, there are some common scams that can cost you. Find out what they are and how to avoid them: http://www.thehomestory.com/the-mistake-renters-and-buyers-make-that-could-cost-them-big/",1,81,67,0,3,11,17994
4/7/2016,9:08 PM,HPSI,"Consumers who think it's a good time to sell a home falls 8 points, pushing down Home Purchase Sentiment Index: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6369.html",1,56,44,0,4,8,8906
4/8/2016,10:24 AM,positioning and reputation,@NelaRichardson @joepolyak @Smith_REO @Lclementi2 @drastichs @ngarealestate @KyleEavesATL @PTMaddiganEsq @theREedge Appreciate your RTs!,1,2,,0,2,0,0
4/8/2016,2:47 PM,Weekly Note,What does our Economics + Strategic Research team make of this week's economic and housing data? Find out: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_040816.pdf,1,38,35,0,1,2,628
4/8/2016,3:46 PM,positioning and reputation,Did you miss our Andrew Bon Salle + @MovementMtg's @caseycrawford this a.m. on @SquawkCNBC? Full clip here: https://youtu.be/UaAX9GTQU08,1,75,59,0,9,7,5100
4/9/2016,11:27 AM,The Home Story,Looking to sell your home this spring? Here are 5 simple things you can do to get the offers rolling in: http://www.thehomestory.com/5_keywords_selling_home/,1,170,149,1,7,13,3316
4/10/2016,8:01 PM,HPSI,ICYMI: March Home Purchase Sentiment Index drops on growing consumer economic pessimism. http://fanniemae.com/portal/about-us/media/corporate-news/2016/6369.html,1,38,28,1,4,5,12532
4/11/2016,9:19 AM,positioning and reputation,"Our Andrew Bon Salle, @MovementMtg's @caseycrawford talk mortgages, Millennials + more on @SquawkCNBC: https://youtu.be/UaAX9GTQU08",1,40,32,4,3,1,28
4/11/2016,2:33 PM,The Home Story,Vacancy rates are starting to drop in some Southern markets. Find out why: http://www.thehomestory.com/vacancy_rates_high_southern_markets/,1,61,48,2,4,7,1192
4/11/2016,7:50 PM,Mobile,"Homebuyers, track your homebuying process. Download our HOME mobile app today: http://www.knowyouroptions.com/homeapp/",1,63,51,0,5,7,9680
4/12/2016,12:00 PM,positioning and reputation,"We've priced our latest credit risk sharing transaction ($1.15B note), under our Connecticut Ave. Securities series: http://fanniemae.com/portal/about-us/media/financial-news/2016/6372.html",1,26,26,0,0,0,0
4/12/2016,12:34 PM,positioning and reputation,@MovementMtg @AFNcorp @loanscamalert @davidsouthern @REloansClovisNM @laedesigns @PARealtors @synergymtg @dianaltmorris Thx for retweeting!,1,3,,0,3,0,0
4/12/2016,2:28 PM,positioning and reputation,"We've announced our latest non-performing loan sale, including our third Community Impact Pool: http://fanniemae.com/portal/about-us/media/corporate-news/2016/6371.html",1,47,42,1,3,1,15
4/12/2016,6:23 PM,Mobile,Moving? Our mobile app has a checklist to help you w/ your big move: http://www.knowyouroptions.com/homeapp/  #HomeTipTuesday,1,32,26,0,2,4,8971
4/13/2016,1:29 PM,The Home Story,Black homeownership has suffered since '08. @REALTIST_NAREB is hoping to change that: http://www.thehomestory.com/brokersgrouppromoting_homeownership_africanamericans/,1,56,45,1,2,8,16184
4/13/2016,8:29 PM,The Home Story,"This #FinancialLiteracy Month, learn about the process for securing a mortgage: http://www.thehomestory.com/the-road-to-homeownership-an-animated-journey-2/ https://youtu.be/v8joTZ11hTE",1,40,32,0,1,7,3113
4/14/2016,8:45 AM,The Home Story,Tax attorney Bruce Edwards covers some tax implications for homeowners: http://www.thehomestory.com/homeownership-and-taxes-a-qa-with-tax-attorney-bruce-edwards/   #FinancialLiteracy,1,77,69,0,3,5,17918
4/14/2016,10:53 AM,positioning and reputation,@AIlisonLadd @rachaelhite @ONMEBrad @COREALTORS @johnseroka @waynegebhardt @prashantString @cwooster @arandamdphd Appreciate your RTs!,1,3,,0,2,1,1430
4/14/2016,3:18 PM,Multifamily,Thanks to @ENERGYSTAR for naming us an #ENERGYSTARPOY! We're thrilled to receive this honor two years in a row.,1,11,,2,7,2,1081
4/14/2016,7:17 PM,The Home Story,HomeReady is for credit-worthy borrowers meeting our underwriting guidelines. Learn more: http://www.knowyouroptions.com/homeready,1,111,85,0,10,16,25749
4/15/2016,9:08 AM,Economic & Housing Outlook,Q1 econ. stall doesn't change full-year outlook. Our team's April Econ. & Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2016/6374.html,1,36,26,0,4,6,12803
4/15/2016,2:44 PM,Weekly Note,Our Econ. + Strategic Research Group's Weekly Note is out. Find out what they think of the latest econ. news + data: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_041516.pdf,1,26,24,0,0,2,1053
4/15/2016,5:15 PM,The Home Story,.@CoreLogicInc tried to find the housing markets most attractive to Millennial homebuyers. Here's what they found: http://www.thehomestory.com/top-5-housing-markets-attracting-millennials/,1,62,56,0,2,4,8904
4/16/2016,10:48 AM,The Home Story,What costs may you encounter as a homeowner? Find out: http://www.thehomestory.com/getready_forthefees_youwillsee/  #FinancialLiteracy,1,58,47,1,5,5,8994
4/18/2016,9:28 AM,The Home Story,"Here's the story of Phil Sajn, a #Millennial who went from living with his parents to becoming a #homeowner: http://www.thehomestory.com/homeready-mortgage-the-right-blend-for-this-midwestern-millennial/",1,70,61,1,6,2,1521
4/18/2016,1:16 PM,Economic & Housing Outlook,"Our econ. team's housing, mortgage forecasts for '16 unchanged. Still think housing faces affordability challenges: http://fanniemae.com/portal/about-us/media/financial-news/2016/6374.html",1,46,34,1,3,8,9752
4/18/2016,2:49 PM,positioning and reputation,@MICH_homeloans @NHSEastFlatbush @Dkollar21 @chrissadaloo @KaitlinPaulk @MarshallLeslie @Interdependence @ammannestates Thx for the RTs!,1,4,,1,2,1,133
4/18/2016,8:35 PM,positioning and reputation,What's the latest from our Economic + Strategic Research Group? Stay on top of their newest work: http://fanniemaeblog.tumblr.com/,1,28,27,0,0,1,81
4/19/2016,10:06 AM,The Home Story,What can you expect in the path to homeownership? Find out: http://www.thehomestory.com/the-road-to-homeownership-an-animated-journey-2/ https://youtu.be/v8joTZ11hTE,1,37,26,0,3,8,12526
4/19/2016,3:31 PM,Mobile,Unleash your inner detective and investigate before picking a neighborhood. #HomeTipTuesday http://www.knowyouroptions.com/homeapp/,1,60,42,2,5,11,10218
4/19/2016,7:53 PM,Economic & Housing Outlook,"In new Econ. + Housing Outlook, our Econ. + Strategic Research Group says Q2 econ. growth should slightly top Q1's: http://fanniemae.com/portal/about-us/media/financial-news/2016/6374.html",1,25,17,0,3,5,9544
4/20/2016,10:22 AM,positioning and reputation,@mnhousing @MrRodWilson @TxREguy @MichaelFNelson2 @MIMCorp112 @theRealtor_ @BetterCallFigs @JosephTramuta @AJEliteHomes Appreciate your RTs!,1,6,,0,5,1,127
4/20/2016,1:40 PM,The Home Story,Quiz yourself: Do you know fact from fiction when it comes to home loans? http://www.thehomestory.com/mortgage-myth-fact-can-tell-difference/ #FinancialLiteracy,1,101,86,1,4,10,8615
4/20/2016,6:25 PM,Multifamily,How are low oil prices impacting some metros? Find out in this short video: https://youtu.be/w-jqiqQStoA,1,22,19,0,1,2,261
4/21/2016,8:28 AM,The Home Story,Owning a home can come w/ unexpected costs. Explore this #infographic and see for yourself: http://www.thehomestory.com/getready_forthefees_youwillsee/   #FinancialLiteracy,1,53,45,1,2,5,523
4/21/2016,10:04 AM,positioning and reputation,"Our 10th Credit Insurance Risk Transfer is complete, shifting risk on loans w/ approx. $5.7B in unpaid principal: http://fanniemae.com/portal/about-us/media/financial-news/2016/6376.html",1,20,20,0,0,0,0
4/21/2016,9:19 PM,The Home Story,What's a net-zero home? Find out in this short video: http://www.thehomestory.com/being-net-zero-on-earth-day-2016/ #EarthDay https://youtu.be/sCJqYwPZ0e8,1,46,39,0,1,6,1614
4/22/2016,9:29 AM,Multifamily,Low #oil prices may be impacting some cities. Our latest #Multifamily Market Commentary takes a look: https://youtu.be/w-jqiqQStoA,1,26,17,1,3,5,16071
4/22/2016,11:41 AM,The Home Story,Here's a story about some homeowners who swear by their net-zero lifestyle: http://www.thehomestory.com/being-net-zero-on-earth-day-2016/ #EarthDay,1,85,76,0,1,8,3171
4/22/2016,12:14 PM,The Home Story,@JPiattRealtor @Keosha @PoweredbyZipCFL @perlmortgage @lendinghome @msrodriguez0318 @DONNASHIENTQC @EquityLLC Thx for retweeting!,1,7,,1,4,2,2503
4/22/2016,4:24 PM,Weekly Note,"Econ. activity is poised for a modest pickup, our Econ. + Strategic Research Group says in their newest Weekly Note: http://fanniemae.com/resources/file/research/emma/pdf/weekly/weekly_economic_note_042216.pdf",1,13,12,0,0,1,92
4/23/2016,8:18 PM,The Home Story,He once played for the @astros. Now he's on our team. Here's his story: http://www.thehomestory.com/former_houstonastro_jeffheathcock/ #MLB #baseball,1,205,172,0,17,16,11279
4/24/2016,8:17 PM,HomeReady,"Growing homeowner education through @FrameworkHome, required for qualified HomeReady buyers: http://www.knowyouroptions.com/homeready",1,60,43,1,7,9,3119
4/25/2016,10:37 AM,Multifamily,Just announced: We issued $12.6B in multifamily MBS in Q1 2016. Details: http://fanniemae.com/portal/about-us/media/financial-news/2016/6379.html,1,63,56,1,2,4,14158
4/25/2016,2:36 PM,positioning and reputation,We plan to begin securitizing reperforming loans held on our balance sheet later this year: http://fanniemae.com/portal/about-us/media/financial-news/2016/6381.html,1,47,39,1,3,4,8717
4/25/2016,7:27 PM,The Home Story,Watch this video and see how one #Millennial became a first-time homebuyer: http://www.thehomestory.com/homeready-mortgage-the-right-blend-for-this-midwestern-millennial/ https://youtu.be/e1_1D9ecmGs,1,29,24,0,2,3,784
4/26/2016,9:25 AM,FM Commentary,Costs can be big homebuying obstacle for many #Millennials. Are their parents helping? @LuskCenter investigates: http://fanniemae.com/portal/about-us/media/commentary/042616-simmons-myers.html,1,65,49,1,5,10,4801
4/26/2016,11:27 AM,Multifamily,"Thank you, @ENERGYSTAR, for naming us an #ENERGYSTARPOY for the 2nd year in a row: http://www.fanniemae.com/portal/about-us/media/corporate-news/2016/6380.html",1,21,17,1,0,3,2717
4/26/2016,12:37 PM,positioning and reputation,@TitleOneInc @AdrianSilvaJr @CO_MortgageLoan @portlandlender @EricS20010 @liberty_mtg @KimCoastalDE @catcdr @VictorREAgent Thx for the RTs!,1,3,,0,2,1,115
4/26/2016,1:46 PM,The Home Story,Take this quiz and find out if you know the difference between mortgage fact and fiction: http://www.thehomestory.com/mortgage-myth-fact-can-tell-difference/  #FinancialLiteracy,1,129,115,0,7,7,5806
4/26/2016,6:38 PM,FM Commentary,Parents may be helping some #Millennials afford a home. @LuskCenter researchers take a look: http://fanniemae.com/portal/about-us/media/commentary/042616-simmons-myers.html,1,58,45,0,4,9,3751
4/27/2016,11:09 AM,positioning and reputation,@LuskCenter @HOMEteamNH @TalkToAlanNC @ResidentialMor @KimWatersNEGA @ledcmetro @MannMortgageRno @USCRossProgram Appreciate the RTs!,1,2,,0,2,0,0
4/27/2016,2:35 PM,The Home Story,Sellers: Here are 5 ways you may be able to make your home more attractive to buyers. http://www.thehomestory.com/5_keywords_selling_home/,1,192,151,4,18,19,19482
4/27/2016,8:43 PM,Multifamily,ICYMI: We issued $12.6B in multifamily MBS during Q1.  http://fanniemae.com/portal/about-us/media/financial-news/2016/6379.html,1,43,34,2,4,3,802
4/28/2016,8:37 AM,The Home Story,Here are six things that could hurt your credit score: http://www.thehomestory.com/6creditreportredflags/ #FinancialLiteracy,1,142,137,0,1,4,401
4/28/2016,10:42 AM,positioning and reputation,@ABABankMktg @sallyann_m @EthelGRubio @1kWattsRealtor @jenmj120 @andreinlecue @LorettaGrayVA @RedefyRE @RonBreiter Thx for retweeting!,1,6,,0,4,2,1133
4/28/2016,3:05 PM,Multifamily,"We're helping increase adoption of energy-efficient policies, practices in #multifamily housing: http://www.fanniemae.com/portal/about-us/media/corporate-news/2016/6380.html #ENERGYSTARPOY",1,31,25,0,3,3,7924
4/28/2016,9:30 PM,The Home Story,Here's a look at what one organization is doing to try and stem the decrease in African American homeownership: http://www.thehomestory.com/brokersgrouppromoting_homeownership_africanamericans/,1,82,64,1,5,12,15730
